recall,precision
1.0,0.24378109452736318
1.0,0.24438902743142144
1.0,0.245
1.0,0.24561403508771928
1.0,0.24623115577889448
1.0,0.24685138539042822
1.0,0.2474747474747475
1.0,0.2481012658227848
1.0,0.24873096446700507
1.0,0.24936386768447838
1.0,0.25
1.0,0.2506393861892583
1.0,0.2512820512820513
1.0,0.2519280205655527
1.0,0.25257731958762886
1.0,0.2532299741602067
1.0,0.2538860103626943
1.0,0.2545454545454545
1.0,0.2552083333333333
1.0,0.2558746736292428
1.0,0.25654450261780104
1.0,0.2572178477690289
1.0,0.2578947368421053
1.0,0.25857519788918204
1.0,0.25925925925925924
1.0,0.259946949602122
1.0,0.26063829787234044
1.0,0.2613333333333333
1.0,0.2620320855614973
1.0,0.26273458445040215
1.0,0.26344086021505375
1.0,0.2641509433962264
1.0,0.2648648648648649
1.0,0.26558265582655827
1.0,0.266304347826087
1.0,0.2670299727520436
1.0,0.2677595628415301
1.0,0.2684931506849315
1.0,0.2692307692307692
1.0,0.2699724517906336
1.0,0.27071823204419887
1.0,0.27146814404432135
1.0,0.2722222222222222
1.0,0.27298050139275765
1.0,0.2737430167597765
1.0,0.27450980392156865
1.0,0.2752808988764045
1.0,0.27605633802816903
1.0,0.2768361581920904
1.0,0.2776203966005666
1.0,0.2784090909090909
1.0,0.2792022792022792
1.0,0.28
1.0,0.2808022922636103
1.0,0.28160919540229884
1.0,0.2824207492795389
1.0,0.2832369942196532
1.0,0.28405797101449276
1.0,0.28488372093023256
1.0,0.2857142857142857
1.0,0.28654970760233917
1.0,0.2873900293255132
1.0,0.28823529411764703
1.0,0.2890855457227139
1.0,0.28994082840236685
1.0,0.29080118694362017
1.0,0.2916666666666667
1.0,0.29253731343283584
1.0,0.2934131736526946
1.0,0.29429429429429427
1.0,0.29518072289156627
1.0,0.29607250755287007
1.0,0.296969696969697
1.0,0.2978723404255319
1.0,0.29878048780487804
1.0,0.2996941896024465
1.0,0.3006134969325153
1.0,0.30153846153846153
1.0,0.30246913580246915
1.0,0.30340557275541796
1.0,0.30434782608695654
1.0,0.3052959501557632
1.0,0.30625
1.0,0.3072100313479624
1.0,0.3081761006289308
1.0,0.30914826498422715
1.0,0.310126582278481
1.0,0.3111111111111111
1.0,0.31210191082802546
1.0,0.31309904153354634
1.0,0.3141025641025641
1.0,0.31511254019292606
1.0,0.3161290322580645
1.0,0.31715210355987056
1.0,0.3181818181818182
1.0,0.31921824104234525
1.0,0.3202614379084967
1.0,0.32131147540983607
1.0,0.3223684210526316
1.0,0.3234323432343234
1.0,0.32450331125827814
1.0,0.32558139534883723
1.0,0.32666666666666666
1.0,0.3277591973244147
1.0,0.3288590604026846
1.0,0.32996632996632996
1.0,0.3310810810810811
1.0,0.33220338983050846
1.0,0.3333333333333333
1.0,0.33447098976109213
1.0,0.3356164383561644
1.0,0.33676975945017185
1.0,0.33793103448275863
1.0,0.3391003460207612
1.0,0.3402777777777778
1.0,0.34146341463414637
1.0,0.34265734265734266
1.0,0.34385964912280703
1.0,0.34507042253521125
1.0,0.3462897526501767
1.0,0.3475177304964539
1.0,0.3487544483985765
1.0,0.35
1.0,0.35125448028673834
1.0,0.35251798561151076
1.0,0.35379061371841153
1.0,0.35507246376811596
1.0,0.3563636363636364
1.0,0.35766423357664234
1.0,0.358974358974359
1.0,0.3602941176470588
1.0,0.36162361623616235
1.0,0.362962962962963
1.0,0.3643122676579926
1.0,0.3656716417910448
1.0,0.36704119850187267
1.0,0.3684210526315789
1.0,0.36981132075471695
1.0,0.3712121212121212
1.0,0.3726235741444867
1.0,0.37404580152671757
1.0,0.37547892720306514
1.0,0.3769230769230769
0.9897959183673469,0.3745173745173745
0.9897959183673469,0.375968992248062
0.9897959183673469,0.377431906614786
0.9897959183673469,0.37890625
0.9897959183673469,0.3803921568627451
0.9897959183673469,0.38188976377952755
0.9897959183673469,0.383399209486166
0.9897959183673469,0.38492063492063494
0.9897959183673469,0.38645418326693226
0.9897959183673469,0.388
0.9897959183673469,0.3895582329317269
0.9897959183673469,0.3911290322580645
0.9897959183673469,0.39271255060728744
0.9897959183673469,0.3943089430894309
0.9897959183673469,0.39591836734693875
0.9897959183673469,0.3975409836065574
0.9897959183673469,0.3991769547325103
0.9897959183673469,0.40082644628099173
0.9897959183673469,0.4024896265560166
0.9897959183673469,0.4041666666666667
0.9897959183673469,0.40585774058577406
0.9897959183673469,0.40756302521008403
0.9897959183673469,0.4092827004219409
0.9897959183673469,0.4110169491525424
0.9897959183673469,0.4127659574468085
0.9897959183673469,0.41452991452991456
0.9897959183673469,0.41630901287553645
0.9897959183673469,0.41810344827586204
0.9897959183673469,0.4199134199134199
0.9897959183673469,0.4217391304347826
0.9897959183673469,0.42358078602620086
0.9897959183673469,0.42543859649122806
0.9897959183673469,0.42731277533039647
0.9897959183673469,0.42920353982300885
0.9897959183673469,0.4311111111111111
0.9897959183673469,0.4330357142857143
0.9897959183673469,0.4349775784753363
0.9897959183673469,0.4369369369369369
0.9897959183673469,0.43891402714932126
0.9897959183673469,0.4409090909090909
0.9897959183673469,0.4429223744292237
0.9897959183673469,0.44495412844036697
0.9897959183673469,0.4470046082949309
0.9897959183673469,0.44907407407407407
0.9897959183673469,0.4511627906976744
0.9897959183673469,0.4532710280373832
0.9897959183673469,0.45539906103286387
0.9897959183673469,0.45754716981132076
0.9897959183673469,0.4597156398104265
0.9897959183673469,0.46190476190476193
0.9897959183673469,0.46411483253588515
0.9897959183673469,0.46634615384615385
0.9897959183673469,0.46859903381642515
0.9897959183673469,0.470873786407767
0.9897959183673469,0.47317073170731705
0.9897959183673469,0.47549019607843135
0.9897959183673469,0.47783251231527096
0.9897959183673469,0.4801980198019802
0.9897959183673469,0.48258706467661694
0.9897959183673469,0.485
0.9897959183673469,0.48743718592964824
0.9897959183673469,0.4898989898989899
0.9897959183673469,0.49238578680203043
0.9897959183673469,0.49489795918367346
0.9897959183673469,0.49743589743589745
0.9897959183673469,0.5
0.9897959183673469,0.5025906735751295
0.9897959183673469,0.5052083333333334
0.9897959183673469,0.5078534031413613
0.9897959183673469,0.5105263157894737
0.9897959183673469,0.5132275132275133
0.9897959183673469,0.5159574468085106
0.9897959183673469,0.5187165775401069
0.9897959183673469,0.521505376344086
0.9897959183673469,0.5243243243243243
0.9897959183673469,0.5271739130434783
0.9897959183673469,0.5300546448087432
0.9897959183673469,0.532967032967033
0.9897959183673469,0.5359116022099447
0.9897959183673469,0.5388888888888889
0.9897959183673469,0.5418994413407822
0.9897959183673469,0.5449438202247191
0.9897959183673469,0.5480225988700564
0.9897959183673469,0.5511363636363636
0.9897959183673469,0.5542857142857143
0.9897959183673469,0.5574712643678161
0.9897959183673469,0.5606936416184971
0.9897959183673469,0.563953488372093
0.9897959183673469,0.5672514619883041
0.9897959183673469,0.5705882352941176
0.9897959183673469,0.5739644970414202
0.9897959183673469,0.5773809523809523
